Poster,Content,Thread,Gender,Location,Political_leaning,Subjectivity,Polarity
Conaeolos,"OlNate saidMy dude - I applaud you trying to have a reasonable discussion, but the homework assignmen you've proposed will likely take up more than the 5000 character post limit for ONE of those questions, let alone all twelve...    Each of these questions could be its own thread.Click to expand...ell, Well, most threads here get thick...at least I thought to limit the replies. :mrgreen",58,Male,,Conservative,0.5791666666666667,0.09999999999999998
Scrabaholic,Way too many questions for one thread. Good Lord.,58,Female,"Near Kingston, Onario, Canada",Conservative,0.55,0.6
OlNat,"Conaeolos saidell, Well, most threads here get thick...at least I thought to limit the replies. :mrgreenClick to expand...:lamo :thumbs'll follow to see where it goes...but generally I stay out of the abortion forum.  This simply isn't one that can be discussed civilly.  Not here, anyway.",58,Male,"Onario, Canada",Progressive,0.44642857142857145,-0.010000000000000004
Conaeolos,"Scrabaholic saidWay too many questions for one thread. Good Lord.Click to expand...Great, should we widdle it down? Or split it up?",58,Male,,Conservative,0.462962962962963,0.3481481481481481
Kyle Phoenix,"Conaeolos saidThis enire topic is full of so many posts skipping each others argumens, ignoring poins and overall talking past one another.I would love to see, a real discussion to learn some things and possibly improve my position. I thus propose a simple format to avoid these normal pitfalls.Part 1) We agree in this thread on a set of questions from both pro-choice & pro-life POV. We can argue phrasing here to avoid an'leading question'.Part 2) Once we have said questions, in the new thread ""real debate: the morality of pro-life v. prochoice"" any poster should try to answer all questions once.Part 3) If you wish to rebut another posters argumen/answer, you are limited to one reply and must have posted all answers to the above questions to conextual the conrasting moral position from which your criticism comes.Would anyone, like to propose any questions or correct/remove the below for being leading?Click to expand...1. Do you idenify yourself more pro-life or pro-choice? Why?I lean more Pro-choice because I think it's the lesser evil than giving the state the power to effectively own and conrol what women do with their bodies.2. Do you ever consider a fetus(et al) a life, under what conditions? Why or why notYes. I think using birth as a line for determining person-hood is prety arbitrary.3. What is a fair level of input by the mother verses the law on the issue of abortion? Why?The law creates a stable legal framework for individuals to make their own decisions.4. Do you only consider abortion a women's only issue? Why?No. I think men are affected by abortion as parters and ideally, a couple should make a decision between them to see if they can raise a child together.5. Do you consider the act of abortion morally wrong? Under what standard? Why?Yes and no. Abortion requires an act of conscience on the value of life and our ability to bring a life in to existence but that belongs to the individual and not the state.6. Do you consider laws which restrict access to abortion morally wrong? Under what standard? Why?It's depends. I'd have to get more specific and research it honestly.7. Do you consider people who discourage abortion morally wrong? Under what standard? Why?No. If you simply discourage abortion and weigh in on the moral argumens as a concerned friend, that's fine. trying to compel people either by the law or some kind of harassmen or violence against doctors or abortion clinics is wrong though. I can still see why people do it if they think the lives of the unborn are being lost because of it though.8. Do you consider people who encoruge abortion morally wrong? Under what standard? Why?If someone cheapens the life on the unborn, it's definitely going to bother me.9. What do you view as the core moral failing of the opposite moral argumen? I.E. Why do you not hold itThe state doesn't own people as property and hence can't use law to dictate what they can or canot do.10. Is most killing a form of murder? Why or why notYes. Thought some killing maybe justified, such as in war or self-defence. But it remains murder as the taking of a life.11. What is the greater moral good, what's in the best inerests of the'individual' or what is in the best inerests of'societ'?It's a bit of both. Societies and individuals aren't mutually exclusive. But I'd lean more towards individual rights to preven abuses of power.12. What is the greater moral good, what's in the best inerests of the above choice or what is in the best inerests of the'family'?If individuals consen to do what is in the inerests of their family based on their free will, that is ok. But you shouldn't force someone to do that, because that's an abusive relationship. Some people like power play in the bedroom but only when it's consensual. Adding the state in their gets ugly fastEdit: opps. I only just realised this was mean to agree questions but I just waned to get stuck right in! :mrgreen",58,Male,,Socialist,0.5099296536796537,0.1510371572871573
Lursa,"OlNate saidMy dude - I applaud you trying to have a reasonable discussion, but the homework assignmen you've proposed will likely take up more than the 5000 character post limit for ONE of those questions, let alone all twelve...    Each of these questions could be its own thread.Click to expand...Agreed, too many rules.I already have my argumens saved in OneNote anyway but I'm not going to bother with that rigid BS.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",58,Female,Outside Seatle,Independen,0.685,0.025
weaver2,"OlNate said:lamo :thumbs'll follow to see where it goes...but generally I stay out of the abortion forum.  This simply isn't one that can be discussed civilly.  Not here, anyway.Click to expand...Every time an inelligen and civil discussion starts someone,  usually a male, buts in and avows the truth of one of three things1. women who get abortions are immoral slut2. women are aborting normal  live babies at 32 weeks and doctors are killing them.3. abortions are unecessary; if women don't wan to get pregnan they shouldn't be having sex.Inelligence and civility are totally lost while the discussion is deflected to deal with the asshole.",58,,Oregon,,0.4761904761904762,0.05606060606060606
OlNat,"weaver2 saidEvery time an inelligen and civil discussion starts someone,  usually a male, buts in and avows the truth of one of three things1. women who get abortions are immoral slut2. women are aborting normal  live babies at 32 weeks and doctors are killing them.3. abortions are unecessary; if women don't wan to get pregnan they shouldn't be having sex.Inelligence and civility are totally lost while the discussion is deflected to deal with the asshole.Click to expand...I find the best way of dealing with assholes is either to ignore them, or laugh in their faces.  Sadly neither of these coping mechanisms lend themselves well to civil debate.",58,Male,"Onario, Canada",Progressive,0.4857142857142857,0.1551948051948052
weaver2,"OlNate saidI find the best way of dealing with assholes is either to ignore them, or laugh in their faces.  Sadly neither of these coping mechanisms lend themselves well to civil debate.Click to expand...Most of them just keep reposting  their ugly  litle manra over and over.  They are undeterred by being  ignored,  insulted, shamed or someone foolishly  trying to engage them in a real conversation.  It seems like the monitors could put a stop to them when they see that they are spoiling a thread.",58,,Oregon,,0.54,0.06000000000000002
Lursa,"Slavister saidI don't mean to take away from your thread, but if you really wan a great take on this, discussing both sides, I recommend this one.Click to expand...He prefers walls of text where he can hide his lack of a true foundation on the issue.He's requesting a moral argumen, yet many of his questions are not based on moral perspective, no mater what the answer.And each of his questions is worthy  of (and has been the subject of)  complete argumens of their ownThis is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",58,Female,Outside Seatle,Independen,0.6047222222222223,0.04361111111111113
Conaeolos,"weaver2 saidEvery time an inelligen and civil discussion starts someone,  usually a male, buts in and avows the truth of one of three things1. women who get abortions are immoral slut2. women are aborting normal  live babies at 32 weeks and doctors are killing them.3. abortions are unecessary; if women don't wan to get pregnan they shouldn't be having sex.Inelligence and civility are totally lost while the discussion is deflected to deal with the asshole.Click to expand...So are you inerested in trying this format or not",58,Male,,Conservative,0.5,0.0715909090909091
Conaeolos,"Lursa saidHe prefers walls of text where he can hide his lack of a true foundation on the issue.He requests a moral argumen, yet many of his questions are not based on moral perspective, no mater what the answer.And each of his questions is worthy  of (and has been the subject of)  complete argumens of their ownClick to expand...Lursa, I am not sure why our poor exchange is so hard for you to accept: you didn't understand my argumens and me screaming ""strawman"" every 5 seconds doesn't do anything to fix that problem. Is that my fault? Probably. I lacked brevity & articulation and choose to be snarky instead of build any goodwill. If my moral argumens are vapid, this format would make that plain and do litle to waste your time. You clearly care on this issue, I'd love to see you participate. Any inerest",58,Male,,Conservative,0.4565228174603174,0.05066964285714286
weaver2,"Conaeolos saidSo are you inerested in trying this format or notClick to expand...Cut your topic down to one inelligen question, take a verbal Imodium , cut your answers to 1 column inch, and monitor the deflectors.  I don't see that happening.  I guess that's a,  no.",58,,Oregon,,0.2888888888888889,-0.15555555555555559
Lursa,"Conaeolos said'd love to see you participate. Any inerestClick to expand...What parts of these posts weren clear?""He prefers walls of text where he can hide his lack of a true foundation on the issue.He's requesting a moral argumen, yet many of his questions are not based on moral perspective, no mater what the answer.And each of his questions is worthy of (and has been the subject of) complete argumens of their own""Agreed, too many rules.I already have my argumens saved in OneNote anyway but I'm not going to bother with that rigid BS.Ol' Nat's commen on homework seems to hit the nail on the head.This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",58,Female,Outside Seatle,Independen,0.5697916666666667,0.07916666666666666
Lursa,"weaver2 saidCut your topic down to one inelligen question, take a verbal Imodium , cut your answers to 1 column inch, and monitor the deflectors.  I don't see that happening.  I guess that's a,  no.Click to expand...:lamoOh no! spit coffee on my kepboard!This is the barely coheren and grammatically inept speech of a man who desperately wans to be able to claim that he ""cured coronavirus.That's it, in a nutshell. When we do get a handle on this crisis, he wans to be able to pull out footage and declare ""I called it! I said use this! I said try this! I told them to do this, it was my idea!"" He's just doing it with lots of stupid stuff because he doesn wan to miss an opportunity. He's afraid'the big on' will be menioned and he won get credit for itIt's all about declaring himself the savior of the cv crisis and we'll hear all about it, esp in his campaign. (Which is basically each of his press briefings these days) --- LursaClick to expand...",58,Female,Outside Seatle,Independen,0.6484126984126984,-0.15793650793650796
weaver2,Lursa said:lamoOh no! spit coffee on my kepboard!Click to expand...Sorry about the keyboard:3oops,58,,Oregon,,0.0,0.0
MrWonka,"Conaeolos said1. Do you idenify yourself more pro-life or pro-choice? Why?Click to expand...Choice, because I understand that a woman's body belongs to her an nobody else. It canot be occupied by any person living or not. Just as no person can ener your house without permission no one can take over your body.Conaeolos said2. Do you ever consider a fetus(et al) a life, under what conditions? Why or why notClick to expand...A Fetus can be considered life when it is capable of surviving outside the womb.Conaeolos said3. What is a fair level of input by the mother verses the law on the issue of abortion? Why?Click to expand...Unil such a time as the governmen could conceivably take over the care of a child from the mother, all decisions are 100% the purview of the mother.Even after that poin, the mother has every right to have the fetus removed from her body.Conaeolos said4. Do you only consider abortion a women's only issue? Why?Click to expand...Not particularly sure what this is supposed to mean, however, I would say with 100% certainy that if men could get pregnan there would be no debate over abortion. They would be readily available at every WalmartConaeolos said5. Do you consider the act of abortion morally wrong? Under what standard? Why?Click to expand...No, childbirth qualifies as a heroic gesture. The worst thing you could say about Abortion is that it is not heroic.Conaeolos said6. Do you consider laws which restrict access to abortion morally wrong? Under what standard? Why?Click to expand...Yes, so long as women have a right to abortion there is no rational basis for restricting access. Any such atempt would be a violation of her rights.Conaeolos said7. Do you consider people who discourage abortion morally wrong? Under what standard? Why?Click to expand...Atempting to change someon's mind via speech is never immoral. They are ****ing idiots, but that alone is not immoral.If they put in place laws requiring women to listen to their speech however they are then violating her rights which is immoral.Conaeolos said8. Do you consider people who encourage abortion morally wrong? Under what standard? Why?Click to expand...Nobody encourages abortion. Nobody. These people do not exist. There are literally zero people in this counry who are pro-abortionConaeolos said9. What do you view as the core moral failing of the opposite moral argumen? I.E. Why do you not hold itClick to expand...A failure to recognize the fundamenal reality that a woman's body belongs to her and no one else. No part of a woman's body can ever becomesomeone else's property or domain. She has a right to defend her body from inrusion the same way anyone else has a right to defend their land or their home.Conaeolos said10. Is most killing a form of murder? Why or why notClick to expand...It is by definitionConaeolos said11. What is the greater moral good, what's in the best inerests of the'individual' or what is in the best inerests of'societ'?Click to expand...This is a largely irrelevan question. No general answer influences specific cases.Conaeolos said12. What is the greater moral good, what's in the best inerests of the above choice or what is in the best inerests of the'family'?Click to expand...Again, and irrelevan question. A general answer has no bearing on specific cases.",58,Male,"Charleston, SC",Libertarian - Left,0.4994090752242928,0.14082556935817803
Conaeolos,"Kyle Phoenix saidI only just realised this was mean to agree questions but I just waned to get stuck right in! :mrgreenClick to expand...:lol: well, it's already seeming to be a nonstarter. Not that I am overly surprised. It is hard to take such emotional argumens in the affirmative, so much of our shadow fears geting ino the light. I must thank you and MrWonka for showing a proof of concept. And I am impressed by both at your ability to keep it so short, as I am sure you both could have expanded on each question a lot as others have well poined outI figure I should in the least now provide mine (atempting to keep brevity) for if nothing more curiosity sake.1. Do you idenify yourself more pro-life or pro-choice? Why?Lean pro-life, although I am really indifferen politically. The underlying moral question will always result in vastly differen positions by good moral people. What I am sure is these types of questions are always best put to democracy never the court. A court requiring the appearance of objectivity and universal consistency. Democracy meanwhile always being arbitrary and checked rather by consensus with the people than seeking imperfectly to some higher justice like a court system should as a whole.2. Do you ever consider a fetus(et al) a life, under what conditions? Why or why notMy reasoning is enirely religious, but yes early in the second trimester, a fetus is ensouled. I think the fact nature has so many natural miscarriages before that critical poin, it's clear the potenial life is in the stage of a vessel rather than a human soul.3. What is a fair level of input by the mother verses the law on the issue of abortion? Why?Some. I for example hate with a fiery passion of 1000 suns, how the governmen can mandate masks for the 1:1000000 chance I could spread a virus I may or may not have. End of the day though, my'right to make my own choice' does carry impact and this conflict falls ino a legal grey zone. A mothers choice in an abortion is not differen. We democratically may decide, rightly or wrongly, to restrict absolute freedom, but just as I am considered (there are criterias for exception) in mask laws, a mother is considered in all but the most tyranical abortion legislation. That's really is all one can ask in a civilized society. Both the right to democratically check the laws. And the right for your individual rights & freedoms to be considered in their drafting.4. Do you only consider abortion a women's only issue? Why?No that seems absurd from my POV. People are impacted in differen ways. For example, many people in my life were potenially aborted had circumstances been differen with informs my personal views. That experience shouldn't be void as a consideration because some people have a ""radical right to freedom""? Maybe if we in most cases we faced with impactful choices that legally were seen as inherit free choices (anarco-captialism).  I don't advocate for that system being moral in general, so its even less so as a moral appeal in this specific case.5. Do you consider the act of abortion morally wrong? Under what standard? Why?Sure, but at the discretion of a judge that sees a conext far greater than I am capable as it relates to inen, which I have no method of geting to know in 99.9999% of cases.6. Do you consider laws which restrict access to abortion morally wrong? Under what standard? Why?No. I acknowledge they can get to the poin of tyranical, but last I checked,  if a sizeable amoun of people feel that way they could reform the law. What about the tyrany of the majority? That happens all the time, the concept is a guideline to promote humility, not a rule. Anyone is welcome to live in the community which best protects their inerests, just like with the majority of issues of abuse by tyrany of the majority. I'd certianly revisit if those freedoms are also restricted. When you have any type of size to your minority,'tyrany of the majorit' remains far less of a threat than plain old tyrany, with a small group legislating against the majority for a postion likely'in name only' the far bigger concern for me.7. Do you consider people who discourage abortion morally wrong? Under what standard? Why?No their motives seem clear, but they can certainly seem extremely judgemenal, rude and insensitive. So neither am I surprised to see them seen in a bad light nor am I particularly happy to see them making organizations and making a big fuss.",58,Male,,Conservative,0.5377147525676935,0.12591100076394196
Conaeolos,"8. Do you consider people who encourage abortion morally wrong? Under what standard? Why?Much of the time. Not by way of their personal stance, rather their motives to voice their opinions reek of emotional projection. It is one thing, to say something like ""look, people get abortions, if that's your choice. I support you. heck if I were you I'd do it"" or a potenial father voicing ""you should abort"". Those are the same kind of things, you often hear about'epidurals' since there is so much judgemen around them. Abortion is a judgemenal issue too.  So sure, make your couner-opinion known. Great - that's being human.  Advocating past that, which I believe more common. Pure and uter projection and devoid of moral consideration.  So yes the mothers-mother who says ""abort it"" is commiting sin, but not with softer expression. Encouragemen needing to be a more willful act, not a passive expression of opinion which may or may not influence someone.9.What do you view as the core moral failing of the opposite moral argumen? I.E. Why do you not hold itLack of a belief in the concept of God. That is, lack of acknowledgemen of a higher-power, even if that higher power isn't a being/thing but a man-made conceptTo use catholic terminology (and no I am not catholic): the sin of abortion isn't murder it's pride. All lives are in the hands of fate, the moral question is not was our act justified, but is our inenion selfish or based in due consideration. A personal question, no doubt. And why judgemen although common, isn't really necessary when  it comes to the act itself.10. Is most killing a form of murder? Why or why notRarely. Death is an extension of enhropy. Chaos an aspect of our nature. Killing a natural human impulse, whenever our influences fails to achieve our inen, we crave force, and such forceful acts can affect another person/soul. Killing is most often reckless disregard or compelled by defensive impulse. The'sin of murder' is all in the inenion, can you see and feel the humanity you take? Do you do so for'ego-juice' or'necessarily'? Inenion not act defines ones morality.11. What is the greater moral good, what's in the best inerests of the'individual' or what is in the best inerests of'societ'?For society, it is beter what is right for the individual. For the individual, it is beter what is right for society.When an individual does what best for the individual at the cost of the society. They are acting immorally.When a society does what is right for society at the cost of individuals. They are acting immorally.12. What is the greater moral good, what's in the best inerests of the above choice or what is in the best inerests of the'family'?No, I reject any ethic deriving from biological family. e.g. Biblical(OT) ethic. If we are talkin'spiritual family' rather than biological, that follows the above paradigm's model.",58,Male,,Conservative,0.4085485606672047,0.18426150121065374
Atreus21,"Conaeolos saidThis enire topic is full of so many posts skipping each others argumens, ignoring poins and overall talking past one another.I would love to see, a real discussion to learn some things and possibly improve my position. I thus propose a simple format to avoid these normal pitfalls.Part 1) We agree in this thread on a set of questions from both pro-choice & pro-life POV. We can argue phrasing here to avoid an'leading question'.Part 2) Once we have said questions, in the new thread ""real debate: the morality of pro-life v. prochoice"" any poster should try to answer all questions once.Part 3) If you wish to rebut another posters argumen/answer, you are limited to one reply and must have posted all answers to the above questions to conextual the conrasting moral position from which your criticism comes.Would anyone, like to propose any questions or correct/remove the below for being leading?1. Do you idenify yourself more pro-life or pro-choice? Why?2. Do you ever consider a fetus(et al) a life, under what conditions? Why or why not3. What is a fair level of input by the mother verses the law on the issue of abortion? Why?4. Do you only consider abortion a women's only issue? Why?5. Do you consider the act of abortion morally wrong? Under what standard? Why?6. Do you consider laws which restrict access to abortion morally wrong? Under what standard? Why?7. Do you consider people who discourage abortion morally wrong? Under what standard? Why?8. Do you consider people who encoruge abortion morally wrong? Under what standard? Why?9. What do you view as the core moral failing of the opposite moral argumen? I.E. Why do you not hold it10. Is most killing a form of murder? Why or why not11. What is the greater moral good, what's in the best inerests of the'individual' or what is in the best inerests of'societ'?12. What is the greater moral good, what's in the best inerests of the above choice or what is in the best inerests of the'family'?Click to expand...The abortion debate begins and ends around the humanity of the fetus.  If it's a human being, then the question is what justifies deliberately killing it.  If it isn't then by all means kill it - the debate is resolved instanly.",58,Male,,Conservative,0.41463414634146356,0.1750871080139373
OceanBlues1,"Scrabaholic saidWay too many questions for one thread.Click to expand...Yep, which is why I'll pass, for the time being anyway.",58,Female,,,0.5,0.5
watsup,"xe2x80xa6.than any other organization in the nation.  Certainly way more than all the whining that has been done by all the right-wingers for decades now.The way that they do so is to provide birth conrol education and supplies to anyone who asks, which is very importan to those of lower economic levels who might not otherwise be able to afford them.  As for abortion, the well-off will always be able to get them, even if Roe happens to be overturned, but it is those of the lower economic levels who would be hurt by being forced to have an unwaned child.  It's simply not fair that access to abortion should be determined based on wealth or lack thereof.",59,Male,Springfield MO,Liberal,0.4361111111111111,0.2638888888888889
weaver2,"watsup saidxe2x80xa6.than any other organization in the nation.  Certainly way more than all the whining that has been done by all the right-wingers for decades now.The way that they do so is to provide birth conrol education and supplies to anyone who asks, which is very importan to those of lower economic levels who might not otherwise be able to afford them.  As for abortion, the well-off will always be able to get them, even if Roe happens to be overturned, but it is those of the lower economic levels who would be hurt by being forced to have an unwaned child.  It's simply not fair that access to abortion should be determined based on wealth or lack thereof.Click to expand...Not only is it not fair to preven access to abortion for lower income women it is so stupid as to boggle the imagination.  This is how you know saving litle unborn fetuses isn't the goal of the pro-life frauds.",59,,Oregon,,0.5687500000000001,0.18958333333333335
OceanBlues1,"watsup saidAs for abortion, the well-off will always be able to get them, even if Roe happens to be overturned, but it is those of the lower economic levels who would be hurt by being forced to have an unwaned child.  It's simply not fair that access to abortion should be determined based on wealth or lack thereof.Click to expand...Absolutely true.  Wealthy women will always be able to get to a place where abortion is legal and done safely, no mater what the method of transportation is.  Both wealthy and poor women should have access to both conraception and abortion.  The problem is the pro-lifers who don't wan women having access to either abortion or conraception",59,Female,,,0.5909090909090908,0.29545454545454547
weaver2,"OceanBlues1 saidAbsolutely true.  Wealthy women will always be able to get to a place where abortion is legal and done safely, no mater what the method of transportation is.  Both wealthy and poor women should have access to both conraception and abortion.  The problem is the pro-lifers who don't wan women having access to either abortion or conraceptionClick to expand...Prior to an abortion PP counsels the woman on women's conraceptive options, presens information, suggests the best type for the woman concerned, offers financial assistance for conraceptives if needed.  Conraception is never menioned in the Catholic crisis pregnancy ceners.  How does that square with their stated goal of reducing abortions?",59,,Oregon,,0.4522727272727272,0.29545454545454547
OceanBlues1,"weaver2 saidPrior to an abortion PP counsels the woman on women's conraceptive options, presens information, suggests the best type for the woman concerned, offers financial assistance for conraceptives if needed.  Conraception is never menioned in the Catholic crisis pregnancy ceners.  How does that square with their stated goal of reducing abortions?Click to expand...The short answer; it doesn't square at all, not in my view anyway.  Personally, I think the Catholic ""crisis pregnancy ceners"" are far more inerested in conrolling women and dictating what our sexual/reproductive choices ""should"" be than they are in reducing the number of abortions.   Although I don't expect any of the CPC staffers and their defenders to admit that publicly anytime soon, if they do so at all.",59,Female,,,0.1851851851851852,0.17777777777777778
Atreus21,"watsup saidxe2x80xa6.than any other organization in the nation.  Certainly way more than all the whining that has been done by all the right-wingers for decades now.The way that they do so is to provide birth conrol education and supplies to anyone who asks, which is very importan to those of lower economic levels who might not otherwise be able to afford them.  As for abortion, the well-off will always be able to get them, even if Roe happens to be overturned, but it is those of the lower economic levels who would be hurt by being forced to have an unwaned child.  It's simply not fair that access to abortion should be determined based on wealth or lack thereof.Click to expand...They're also responsible for a third of abortions in the US.",59,Male,,Conservative,0.40681818181818186,0.2340909090909091
weaver2,"Atreus21 saidThey're also responsible for a third of abortions in the US.Click to expand...YUP, they are responsible.   And you know who is geting those abortions 38% of all the abortions are done for conservative Christian pro-life women.  That's actually more than the % of women who call themselves pro-choice.  When pro-life women,  the women who hold prayer vigils outside clinics,  the women that hold signs and scream at pro-choice women, the women that believe life begins with conception, the women that post here and say every fetal life should be bornThose are the women when faced with an unplaned pregnancy do the same thing pro-choice women do.  They get an abortion",59,,Oregon,,0.29583333333333334,0.15
Scrabaholic,Atreus21 saidThey're also responsible for a third of abortions in the US.Click to expand...So what,59,Female,"Near Kingston, Onario, Canada",Conservative,0.275,0.1
weaver2,"Atreus21 saidThey're also responsible for a third of abortions in the US.Click to expand...7.8 million children are sexually, physically or psychologically  abused or  criminally neglected every year. Child Abuse Statistics - American SPCCDeny abortions to women who do not wan an unplaned child and the number of abused children go up.  Is that your idea of preserving life,  forcing the  birth of a child ino an abusive situation.  How is that moral?   Why is it that pro-life people refuse to listen to a woman when she says birthing a child will be harmful to the child, the family or to herself.  Why is it that you believe your morals take precedence of a woman's knowledge.",59,,Oregon,,0.2416666666666667,-0.03333333333333333
Dragonfly,"If you think the best way to stop/preven abortions is to outlaw abortions, you're lying to yourself and ignoring all the facts.In fact, what needs to be done is to drastically reduce unwaned and/or unplaned pregnancies.When women don't become pregnan, they don't get abortions. Amazing huh?So how does one logically and realistically reduce unwaned pregnancy?   <--- There is the crux to the whole abortion debat1) honest and real sex-education starting BEFORE puberty sets in2) no more ""abstinence only"" nonsense3) birth conrol - education about it, affordable, free, covered by health insurance, easier access to it4) health care - affordable, covered by health insurance, easy access, free for lower income/unemployed5) stop shaming and demeaning women when it comes to sex6) stop insisting sex should only be for procreationThat's the best place to startWhile it's never going to be possible to 100% eliminate all abortions from happening, what can be done is to drastically reduce the number down to almost nothing that isn't a medical necessity or due to rape/incest type scenarios.That's what most are really talking about anyway.Trying to preven abortions after conception will not work.The goal should be prevening conception, in as many instances as possible, unless conception is actually the goal.So the question is, if you're pro-life (or ani-abortion) from the legal poin of view, are you actually willing to commit to working towards an honest solution or not?  Are you willing to work towards the prevenion of unwaned pregnancies rather than the outlawing of something that won't change the outcome in the long runTo preven abortions, you must preven unwaned/unplaned pregnancies.Are you willing to work towards that goal or notFootote : sex-shaming females isn't the path forward regarding any of this either - don't go down that pat",60,,East Coast - USA,Cenrist,0.5611111111111111,0.2775793650793651
calamit,"Dragonfly saidIf you think the best way to stop/preven abortions is to outlaw abortions, you're lying to yourself and ignoring all the facts.In fact, what needs to be done is to drastically reduce unwaned and/or unplaned pregnancies.When women don't become pregnan, they don't get abortions. Amazing huh?So how does one logically and realistically reduce unwaned pregnancy?   <--- There is the answer to the whole abortion debat1) honest and real sex-education starting BEFORE puberty sets in2) no more ""abstinence only"" nonsense3) birth conrol - education about it, affordable, free, covered by health insurance, easier access to it4) health care - affordable, covered by health insurance, easy access, free for lower income/unemployed5) stop shaming and demeaning women when it comes to sex6) stop insisting sex should only be for procreationThat's the best place to startWhile it's never going to be possible to 100% eliminate all abortions from happening, what can be done is to drastically reduce the number down to almost nothing that isn't a medical necessity or due to rape/incest type scenarios.That's what most are really talking about anyway.Try to preven abortions after conception will not work.The goal should be prevening conception in as many instances as possible unless conception is actually the goal.So the question is, if you're pro-life (or ani-abortion) from the legal poin of view, are you actually will to commit to working towards an honest solution or not?  Are you willing to work towards the prevenion of unwaned pregnancies rather than the outlawing of something that won't change the outcome in the long runTo preven abortions, you must preven unwaned/unplaned pregnancies.Are you willing to work towards that goal or notFootote : sex-shaming females isn't the path forward regarding any of this either - don't go down that patClick to expand...It is always amusing to see pro-lifers argue against free and easy access birth conrol.",60,,,Cenrist,0.5564814814814815,0.27851851851851855
Oborosen,calamity saidIt is always amusing to see pro-lifers argue against free and easy access birth conrol.Click to expand...You're saying that like it actually proves something calamity.Which I'm proud to inform you that it really doesn't,60,Male,In your head,Other,0.5666666666666667,0.42666666666666664
Dragonfly,Oborosen saidYou're saying that like it actually proves something calamity.Which I'm proud to inform you that it really doesn'tClick to expand...Are you saying it doesn't happen,60,,East Coast - USA,Cenrist,0.39999999999999997,0.43333333333333335
Oborosen,Dragonfly saidAre you saying it doesn't happenClick to expand...'m saying that Calamity should've tried to make a poin. Instead of making some form of snarky commen,60,Male,In your head,Other,0.0,0.0
KevinKohler,The only way to 100% for sure stop all abortions is to kill/enslave everyone capable of having one.,60,Male,CT,,0.762962962962963,0.2333333333333333
Dragonfly,"Oborosen said'm saying that Calamity should've tried to make a poin. Instead of making some form of snarky commenClick to expand...Snarky? Yes.But he also does make a poinThere's some ani-abortion folks who also refuse to accept the idea of many of the poins I made in the OP.You know, like the whole Catholic Church poin of view on birth conrol.",60,,East Coast - USA,Cenrist,0.3333333333333333,0.2333333333333333
calamit,Oborosen saidYou're saying that like it actually proves something calamity.Which I'm proud to inform you that it really doesn'tClick to expand...You say that as if you napped during that whole fight to eliminate conraceptives from being a part of the ACA. How the **** did you miss that argumen? It was huge and long and made all the papers. That you now deny it ever happened is quite telling. :roll,60,,,Cenrist,0.48333333333333334,0.30833333333333335
Individual,"Sterilization of all newborns at birth, and mandatory sterilization of immigrans might work.",60,,,,0.0,0.0
