Poster,Content,Thread,Gender,Location,Political_leaning
res borrachos,"Rogue Valley saidTrump said he would release his tax returns when the'auditors finish.' He's been saying this since 2016.LOL. Former Trump personal atorney Michael Cohen said Donald and his three oldest children have a lot of explaining to do with the IRS after his term ends.Trump knows that he can't release his taxes because they probably poin to tax/mortgage fraud. The AG of New York is on the verge of obtaining them under subpoena.The IRS said way back in 2017 that Trump can release all audited tax forms at any time he wishes and amend them later if necessary.Click to expand...Trump lies because he knows his fans are too ignoran to know he's lying.He can release his taxes. He has no inenion of doing it. He lied to his drooling fan base about that too.This is the most corrupt man to ever even say the words ""Oval Office"" let alone occupy it",44,Female,New Englan,Moderat
swing_voter,I read somewhere that the IRS started an audit on Trump 10 years ago and hasn't finished yetHow can that be?,44,,'Murica,Independen
Tbird19482,"Rogue Valley saidTrump said he would release his tax returns when the'auditors finish.' He's been saying this since 2016.LOL. Former Trump personal atorney Michael Cohen said Donald and his three oldest children have a lot of explaining to do with the IRS after his term ends.Trump knows that he can't release his taxes because they probably poin to tax/mortgage fraud. The AG of New York is on the verge of obtaining them under subpoena.The IRS said way back in 2017 that Trump can release all audited tax forms at any time he wishes and amend them later if necessary.Click to expand...I am not 100% sure but I think the IRS came out and said He (  and anybody else that wans to ) can release any and all his tax return It doesn't mater if they are audited , or are being audited, they are your tax returns and it is up to you if you wan to release that info or not Have a nice evenin",44,Male,,Independen
JMR,Rogue Valley saidTrump said he would release his tax returns when the'auditors finish.' He's been saying this since 2016.LOL. Former Trump personal atorney Michael Cohen said Donald and his three oldest children have a lot of explaining to do with the IRS after his term ends.Trump knows that he can't release his taxes because they probably poin to tax/mortgage fraud. The AG of New York is on the verge of obtaining them under subpoena.The IRS said way back in 2017 that Trump can release all audited tax forms at any time he wishes and amend them later if necessary.Click to expand...I think he will release his tax returns right after he releases the details of his beautiful health plan which will be right after the corona vaccine is made available next week.,44,Female,Not over the edge yet,Slightly Liberal
SonOfDaedalus,Rogue Valley saidTrump said he would release his tax returns when the'auditors finish.' He's been saying this since 2016.LOL. Former Trump personal atorney Michael Cohen said Donald and his three oldest children have a lot of explaining to do with the IRS after his term ends.Trump knows that he can't release his taxes because they probably poin to tax/mortgage fraud. The AG of New York is on the verge of obtaining them under subpoena.The IRS said way back in 2017 that Trump can release all audited tax forms at any time he wishes and amend them later if necessary.Click to expand...If Trump and his cult wan to drain the swamp why don't they wan politicians to come clean about their finances? Even if Trump is under audit he is free to release his tax returns. The IRS already has them.Of course his cult doesn't care if Trump is crooked.,44,Male,,Slightly Liberal
RaleBulgarian,"Tbird19482 saidI am not 100% sure but I think the IRS came out and said He (  and anybody else that wans to ) can release any and all his tax returnIt doesn't mater if they are audited , or are being audited,hey are your tax returns and it is up to you if you wan to release that info or notHave a nice eveninClick to expand...Yes, that is correct.  There is no legal prohibition against anyone releasing their tax records for public.In 2016, Warren Buffet, a true self-made multibillionaire worth more than 10 times as much as the orange idiot, challenged Trump to show his tax records and Buffet would do the same.  Of course chicken shit Trump didnxe2x80x99t respond.",44,Male,,Independen
dex4974,This tax thing is by far the left's dumbest obsession right now.,44,,,Communist
Tbird19482,"dex4974 saidThis tax thing is by far the left's dumbest obsession right now.Click to expand...we will see if it is or not after Trump is out of office and NYS ,  if they decide to , goes after him. and he can't pardon himself from state charges only the Governor of the state that charges him can do that and IF they do and he is found guilty will make the record books again for being the first ex Presiden to go to jail and with what he has done to people over the years I hope it is for a long long time Have a nice night",44,Male,,Independen
joluot,Oborosen saidI don't think trusting the polls is actually an option this time. Especially with how abysmally they failed to predict 2016.Click to expand...In 2016 Trump was just a few poins behind Hillary in those States he managed to pull surprise wins. Which is why he probably can catch up in those States he's only a few poins behind in. The three States I menioned are those.,45,Male,,Progressive
Luther,"Queen Margo saidPolitics have never been this exciting since Trump.  Four more years baby!Click to expand...Yes, 5 miles of new wall and Mexico not paying for it",45,Male,Idaho,Other
Aristaeus,"4 days before the election, 538 gave Clinon a 70% chance and Trump 30%.4 days before 2020, 538 is giving Biden an 88% chance and Trump 11%, and that's after they probably changed their weighting to factor in silen Trump voters.",45,Male,UK,Socialist
SkyFox76,"Oborosen said...I don't think you actually know how our governmen works if this is how you actually believe things usually manifest at that level of our counry.Just like any other presiden, he can say that he wans to do this, or that. But when it comes to geting them all pushed through, you're going to have to actually have both parties and the sub-factions within them. Agree to each other's terms.I also don't understand what your tangen about alternative facts is supposed to mean. Seeing as he never said ""not healthcare"" at any poin, he never said that Mexico was really going to pay for the wall barring his jab, and he never said that he would lock up Hillary. Which both were on the same bend as a joke.So I don't actually know what you're alluding to for all of this.Click to expand...Yes everybody knows that congress has to approve traffic conrol at a campaign even. Jeesuz, it's no surprise people flocking to these evens have the brains of algae. Keep up the good fight for the stable genius.",45,,Down the street,
Big Eye,"In a way it would be quite funy if Sleepy Joe won ...just keep him away from the big red nurse assistance buton .... If you think Trump makes the US. a laughing stock now, Sleepyxe2x80x99s gona take it to a whole new level of piss taking.Luckily itxe2x80x99s gona be Trump wining the electoral college vote at the very least...",45,Male,"Portsmouth ,UK",Libertarian - Right
Rhakron90,"God, I hope so...",45,Male,,Very Conservative
gboisjo,"gboisjo saidI can't understand why so many people think Trump is an ass wipe and a fraud, I don't get itOborosen saidYou'll be fishing for that from him for some time apparenly.Seeing as the alternative is Biden creeping out in a panel van, next to a grade school.'d still take this version of Trump, despite the obvious lies presen in the image.Click to expand...Seems to me your ethics are questionable,  far from draining the swamp, Trump has illustrated the lack of importance when prioritizing ethics and the negative consequences when a presiden fails to do so. This failure of leadership now resounds through the administration and the governmen as a whole, and ultimately harms our democracy and the inerests of the American people. These lessons should be learned now, before more damage is done.The fact that you can't see what Trump is ..speaks volumes about your character.",45,Male,,Independen
Spakian,"Rhakron90 saidGod, I hope so...Click to expand...hat Biden will win",45,Male,Minesot,Cenrist
Rhakron90,"Spakian saidhat Biden will winClick to expand...That the Democratic Party not only loses, but embarrasses itself so thoroughly in the process that it effectively implodes...",45,Male,,Very Conservative
gboisjo,"Oborosen saidI don't think trusting the polls is actually an option this time. Especially with how abysmally they failed to predict 2016.Click to expand...2016 was an anomaly in regard to the polls, something that deviates from what is the standard. Thinking it will happen again illustratesyour total lack of common sense.",45,Male,,Independen
Spakian,"Rhakron90 saidThat the Democratic Party not only loses, but embarrasses itself so thoroughly in the process that it effectively implodes...Click to expand...Then a lot of people will become independen",45,Male,Minesot,Cenrist
Rhakron90,"Spakian saidThen a lot of people will become independenClick to expand...Fine with me. The ""Old Guard"" in the DNC establishmen are probably the most shamelessly and openly corrupt gaggle of hopelessly out of touch Boomer reptiles I think I've ever seen. Most of the the up-and-comers gearing up to replace them are literal Communists, who would turn the counry ino a Venezuela clone in a heartbeat if ever given the opportunity.With the roten husk of the Dem Establishmen out of the way, new, less rigid and more moderate, parties could conceivably rise. There'd also be less of a need for the curren reactionary streak that's been stirring on the Right",45,Male,,Very Conservative
gboisjo,"Rhakron90 saidThat the Democratic Party not only loses, but embarrasses itself so thoroughly in the process that it effectively implodes...Click to expand...",45,Male,,Independen
Rhakron90,"gboisjo saidView atachmen 67302091Click to expand...Wow. You're soooo original, bro.Much joke. Great funy.",45,Male,,Very Conservative
Jetboogieman,"The one question nobody seems to ask themselves, is given how bad Trump has been and given how bad the curren situation is, is the media and polls undercouning support for BidenI mean, Trump Cultists like to bang on about how wrong 2016 was, but ultimately, at the end of the day, more Americans, regardless of the EC, did NOT wan Trump as their PresidenThat does mean something and I garaunee you, despite the jokes about how many people at Biden rallys the Trump Cultists go on about, more people will vote for Biden100%, without a doubtDoes that equal anything in the EC?We'll find out, but just like many Democrats were overconfiden in 2016, many of you Trumpists may be seriously underestimating how much most Americans do not think like you do and are disgusted by this maniac.Never forget Trumpists, you are the minority and an insane one at that",45,,Somewhere in Babylon...,
Spakian,"Rhakron90 saidFine with me. The ""Old Guard"" in the DNC establishmen are the probably the most shamelessly and openly corrupt gaggle of hopelessly out of touch Boomer reptiles I think I've ever seen. Most of the the up-and-comers gearing up to replace them are literal Communists, who would turn the counry ino a Venezuela clone in a heartbeat if ever given the opportunity.With the roten husk of the Dem Establishmen out of the way, new, more moderate, parties could conceivably rise. There'd also be less of a need for the curren reactionary streak that's been stirring on the RightClick to expand...Destroying a party and creating the same party makes no difference, except that you're happy",45,Male,Minesot,Cenrist
Rhakron90,"Spakian saidDestroying a party and creating the same party makes no difference, except that you're happyClick to expand...Shuffle the cards, and there's a chance you'll wind up with something new.",45,Male,,Very Conservative
gboisjo,"Rhakron90 saidFine with me. The ""Old Guard"" in the DNC establishmen are the probably the most shamelessly and openly corrupt gaggle of hopelessly out of touch Boomer reptiles I think I've ever seen. Most of the the up-and-comers gearing up to replace them are literal Communists, who would turn the counry ino a Venezuela clone in a heartbeat if ever given the opportunity.With the roten husk of the Dem Establishmen out of the way, new, more moderate, parties could conceivably rise. There'd also be less of a need for the curren reactionary streak that's been stirring on the RightClick to expand...And what would the far right unbridled whack jobs turn our counry ino..",45,Male,,Independen
iliveonramen,rickc saidLast election we thought Hillary had it in the bag. Trump was a joke. Nobody thought he could winThe night of the election  I was shocked as I saw that map turn ino a sea of red with litle blue dots scatered across it. They elected a madmanCan it happen againClick to expand...Ehh...Hillary was an extremely unlikable candidate. The polls had Trump close in the rustbelt states...within the margin of error and he work by like 100k votes in 5 states. Hillary won the popular vote by a large margin but once again lines on a map writen hundreds of years ago played a big impact on the PresidenIn every way possible this is nothing like 2016.,45,Male,On a Gravy Train with Biscuit Wheels,Very Liberal
What if...?,rickc saidLast election we thought Hillary had it in the bag. Trump was a joke. Nobody thought he could winThe night of the election  I was shocked as I saw that map turn ino a sea of red with litle blue dots scatered across it. They elected a madmanCan it happen againClick to expand...Yes.The Republican party has figured out that once someone buys their bullshit they can do as they please from that poin forward.Because human beings hate admiting they have been made fools of.They will embrace a prety lie over an ugly truth almost every time.We are likely screwed as a result. If not this time then in the near future.,45,Male,,Other
Big Eye,"gboisjo said2016 was an anomaly in regard to the polls, something that deviates from what is the standard. Thinking it will happen again illustratesyour total lack of common sense.Click to expand...All the big polls in the U.K. recenly have been a long way out...Brexit and 2 subsequen general elections. If a pollster rang me Ixe2x80x99d take great pleasure in misinforming him.",45,Male,"Portsmouth ,UK",Libertarian - Right
What if...?,rickc saidLast election we thought Hillary had it in the bag. Trump was a joke. Nobody thought he could winThe night of the election  I was shocked as I saw that map turn ino a sea of red with litle blue dots scatered across it. They elected a madmanCan it happen againClick to expand...The rate MAGA which they are filing lawsuits and the army of lawyers they have on retainer strongly suggest they don't think they can win at the pollsThey rammed the Jesus bitch through for just this reason,45,Male,,Other
Big Eye,gboisjo saidView atachmen 67302091Click to expand...Maybe he mean gargling with this disinfectan...like we did when we were kids...,45,Male,"Portsmouth ,UK",Libertarian - Right
CharisRose,gboisjo saidAnd what would the far right unbridled whack jobs turn our counry ino..Click to expand...Is there a number coun that actually exists for all of those far right unbridled whack jobs that actually have a large enough voting block to turn Our Counry ino...?Rosean,45,Female,,
TU Curmudgeon,"The Hairy Fiddler saidWill be all full blown blow out victory for Biden  Polls are very accurate with 2016 being an anomaly. Why 2016 happened was based on Comey's 11th hour release of Hillary's emails.  That scared the shit out of Independen voters.  This time, the Independens are 2-1 in Biden's corner.  Will be the biggest land slide against an incumben since Hoover's election debacle.Click to expand...Mr. Trump CAN ""do it again"".  With the courts doing all they can do to restrict voting and with the USPS doing all it can do to make sure that absenee ballots don't get delivered in time to be couned, there IS a possibility that he CAN ""do it again"".If that does happen, I rather suspect that there will be no stopping him and the American electorate is simply going to have to put up with the consequences of their own actions.IF the election puts Mr. Trump ino office for a second term AND IF the election does NOT produce fewer than 41 ""Republican"" (whatever that means) Senators, THEN the likelihood of the US governmen being able to enact ANY legislation roughly approximates nil.  Should that happen, then the only way that anything will get done is via ""Presidenial Findings"" and ""Executive Orders"" - in short, Mr. Trump wil rule by decree.I don't expect that that will happen, but there is a definite statistical chance that it might",45,Male,Lower Mainland of BC,Cenrist
Rickeroo,"This is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNNote the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.",46,,,
Rickeroo,"Today's update on the grim milestone of the US ""topping"" 100,000 casesAlthough the term ""grim tally"" appears in the article, the headlines have certainly softened given the desperate circumstance of not only'toppin' 100,000 cases, but doing it by 20% in a single day. Note that the globe ""surges"" while the US ""tops"". Keep on the lookout for the difference in the descriptive terms for Covid between the US and the rest of the world now that Biden is in. The media now has a vested inerest to portray Covid more accurately.",46,,,
Luce,"Having seen your predictions prior to the election, dismissed.",46,Male,,Other
Visbek,Rickeroo saidToday's Covid from CNN....Click to expand...Another swing and a miss for Rickeroo.,46,,,Other
Phys251,"Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNView atachmen 67303134Note the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.Click to expand...Keep spewing your ani-science, ani-truth bullshit. The PEOPLE have spoken against you.",46,Male,Georgia,Slightly Liberal
iliveonramen,"The issue with the idea that Covid is something pushed by the media is...its something impacting everyone in a daily basis. Itxe2x80x99s an actual biological situation occuring. The media could ignore it and people would still conract it and 1k people would still be dying daily.Yes, the media can push differen narratives and emphasize certain things but Trump saw COVID as a PR thing. Itxe2x80x99s not. He canxe2x80x99t tell pol wexe2x80x99ve turned the corner then have cases skyrocket. Itxe2x80x99s notxe2x80x9cfake newsxe2x80x9d that he can explain away. Its something real and tangible.",46,Male,On a Gravy Train with Biscuit Wheels,Very Liberal
TU Curmudgeon,"Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNView atachmen 67303134Note the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.Click to expand...Don't worry, I'll keep on telling it like it is.",46,Male,Lower Mainland of BC,Cenrist
Rickeroo,"Luce saidHaving seen your predictions prior to the election, dismissed.Click to expand...I can understand this. Having seen the predictions of the 2016 outcome by the MSM, I've dismissed everything since as fake.",46,,,
TU Curmudgeon,"Rickeroo saidI can understand this. Having seen the predictions of the 2016 outcome by the MSM, I've dismissed everything since as fake.Click to expand...You do know that the 2016 polling numbers WERE within the stated ""margin of error"", don't you?You do know that national polls are almost irrelevan given the way that the US presidenial elections are structured, don't you?You might be inerested in readinQ: Is political polling obsolete? The pollsters did an even worse job than they did in 2016, which suggests they are now no more useful than enrail readers and other charlatan prognosticators. If so, has your basic premise, to compile polls so as to tamp down the noise in any given one, now merely an echo chamber of what has become nothing but noise? R.E.M., Brooklyn, NYA: This question, in various forms, was the question of the week. We must have goten 100 varians.Undoubtedly, this is an issue that many outletxe2x80x94including usxe2x80x94will explore in upcoming weeks and monhs. That said, we would urge caution before reaching any firm conclusions (and before potenially throwing out the baby with the bathwater). Take a look at our map from Election Day. If curren trends hold, then we will have correctly called 49 of the 51 states  (including D.C.) we had a call for. Ohio was a toss-up on our map (though our writen verbiage that day gave it to Trump, so you might argue we had that one right, too, for a total of 49 out of 51). We had North Carolina as barely Dem, and it looks like it's going to end up barely GOP. And we were way off on Florida. Still, the polls (and our method) did considerably beter than if we had used chicken enrails or a Magic 8 Ball or tea leaves or a Ouija Board.There were some very clear failures. The aforemenioned Florida, where it looks like Cuban-American turnout was way underestimated. A lot of the Senate polls were off, particularly in Maine and South Carolina. Some polling houses had a very bad day. Among the Democrat-favoring houses, Quinipiac did particularly poorly. Among the Republican-favoring houses, Rasmussen, Trafalgar, and Pulse all showed they don't actually have some secret sauce that allows them to project the Midwest beter than anyone else.That said, there were some clear successes. As noted above, in the aggregate, the polls actually appear to have goten most of the states right. Most of the national polls were correct, within the margin of error. Some polling houses did quite well, most obviously Selzer & Co. in Iowa. And let us not forget that this election was about as sui generis as it gets, given how unusual Donald Trump is, given the pandemic, and given the unprecedened turnout and use of mail-in ballots.Once all the numbers are in, and once there is time to crunch them, some clear ideas about missteps will emerge. Similarly, we might learn things that exculpate the pollsters even more (like, say, that hundreds of thousands of ballots were ""lost"" by the USPS or rejected due to nudity). We don't particularly wan to guess right now, but if you absolutely insisted, we might speculate that one lesson is that pollsters will need to become ""specialists"" in their state or regions, like Selzer, and that knowing how to do a good national poll, or a good poll of Michigan does not equate to knowing how to do a good poll of Florida.Also, the 2018 polls were quite good. It may be that when Donald Trump is on the ballot, strange and unexpected things happen that we can't explain yet[SOURCE(NOTE - Link only good for 07 NOV 20, after that you have to click back to the 07 NOV 20 page",46,Male,Lower Mainland of BC,Cenrist
Rickeroo,"November 11t's installmenCNN of course. The ""grim milestone"" of breaking the daily amoun of daily US cases yesterday isn't menioned. Texas is singled out as punishmen for voting Trump, it's ""one million cases"" places it as the 23rd most infected state. This coninues the trend of lightening up on the Covid reporting now that Biden is in",46,,,
TU Curmudgeon,"Rickeroo saidNovember 11t's installmenView atachmen 67304209CNN of course. The ""grim milestone"" of breaking the daily amoun of daily US cases yesterday isn't menioned. Texas is singled out as punishmen for voting Trump, it's ""one million cases"" places it as the 23rd most infected state. This coninues the trend of lightening up on the Covid reporting now that Biden is inClick to expand...It might surprise you to learn that the daily mass media is frequenly a day or so behind the information that you can get here at DP.The rest of your post consists of pure opinion and, as such, doesn't need replying to because everyone has the right to believe whatever they feel like believing and acting on what they believe in any way they feel like acting (up unil their acting on that belief actually impacts another person).Here are some actual facts for you[SOURCE(More charts and graphs at Daily Statistical Summary of COVID-19",46,Male,Lower Mainland of BC,Cenrist
Lursa,"Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNClick to expand...Is it your opinion that the virus is capable of understsanding election results and could respond accordingly?Lordy, we'll be reduced to burning scienists at the stake soon   with adult Americans holding such expectations. Or biterly resorting to them when they don get their way. In any case, it's a pathetic demonstration of adult behavior.",46,Female,Outside Seatle,Independen
Good4Nothin,"Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNView atachmen 67303134Note the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.Click to expand...Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNView atachmen 67303134Note the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.Click to expand...Haha gona be fun to watch how the framing changes. Biden the hero, inheriting the evil virus from Trump the villain. Even if everything keeps geting worse, they can always call it the Trump virus and the Trump economic crisis.",46,Female,,Slightly Conservative
Rickeroo,"Today's installmenAnother record caseload today with no menion of it, even when you factor in that CNN uses Johns Hopkins and not Worldometer. Curiously, they poin out the obscure and useless ""most single day deaths since May"". Translation: deaths were slightly over half the record daily deaths set in April. We have more sober descriptions like'most deaths' an'acceleratin' without the usual fear-producing terms like'grim mileston'.I think what's happening now is that the media is trying to prepare the public for Biden's draconian Covid orders - note the headline is about compliance. They have to make Covid scary, but not too scary, since Covid deaths after about mid-February will be on Biden's hands.",46,,,
Helix,"victims of Tweet's loss aside, every day is still a grim milestone.  we need to coninue to fight this with everything we have.",46,Male,,Independen
TU Curmudgeon,"Rickeroo saidToday's installmenView atachmen 67304346Another record caseload today with no menion of it, even when you factor in that CNN uses Johns Hopkins and not Worldometer. Curiously, they poin out the obscure and useless ""most single day deaths since May"". Translation: deaths were slightly over half the record daily deaths set in April. We have more sober descriptions like'most deaths' an'acceleratin' without the usual fear-producing terms like'grim mileston'.Click to expand...You are correct, and here is the official Trump Chart showing how he had totally wiped out the COVID-19 crisis that he inherited from Obummer (a fact that the main stream media has totally lied abou)t[SOURCERickeroo saidI think what's happening now is that the media is trying to prepare the public for Biden's draconian Covid orders - note the headline is about compliance.Click to expand...Absolutely, it is totally unhinkable that Americans should ever comply with anything - even if it something that is simple and common sensical and has been proven to be effective.Rickeroo saidThey have to make Covid scary, but not too scary, since Covid deaths after about mid-February will be on Biden's hands.Click to expand...Really?  I thought that none of the deaths since March 2020 had anything to do with the Presiden of the United States of America.  At least that's what all of the ""conservatives"" keep on saying.And, of course, if the patern of infections does chance in the 30 days that you say Mr. Biden should solve the whole mess, that will ""just be the disease runing its course"", won't itHere's the course COVID-19 is currenly runin(More charts and graphs at Daily Statistical Summary of COVID-19)​which, of course, has absolutely nothing whatsoever to do with Mr. Trump - right",46,Male,Lower Mainland of BC,Cenrist
CaughtInThe,"At least, on this board, a bunch of us are geting to see a really good example of what flailing looks like.",46,,,
oonereal,"Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNView atachmen 67303134Note the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.Click to expand...mind blowing... and we let everyone votGod help this counry.",46,,,
Rickeroo,"TU Curmudgeon saidYou are correct, and here is the official Trump Chart showing how he had totally wiped out the COVID-19 crisis that he inherited from Obummer (a fact that the main stream media has totally lied abou)tView atachmen 67304358[SOURCEAbsolutely, it is totally unhinkable that Americans should ever comply with anything - even if it something that is simple and common sensical and has been proven to be effective.Really?  I thought that none of the deaths since March 2020 had anything to do with the Presiden of the United States of America.  At least that's what all of the ""conservatives"" keep on saying.And, of course, if the patern of infections does chance in the 30 days that you say Mr. Biden should solve the whole mess, that will ""just be the disease runing its course"", won't itHere's the course COVID-19 is currenly runinView atachmen 67304360(More charts and graphs at Daily Statistical Summary of COVID-19which, of course, has absolutely nothing whatsoever to do with Mr. Trump - rightClick to expand...According to the presidenial theory of Covid, and proven by your graph, Trump must have ordered a national mask mandate in late July, causing a steady decrease in cases unil mid September. Then, roughly on September 16th, he told all Americans to take their masks off, which resulted in the meteoric rise in cases since then. Other world leaders ordered their populations to take their masks off at the same time as Trump, so we see a requisite rise in counries such as the UK, France, Germany and Spain",46,,,
The AniDonald,"Rickeroo saidThis is a good thing actually, as it will result in less needless anxiety. We are already seeing signs. Today's Covid from CNNView atachmen 67303134Note the lack of the descriptor ""grim milestone"" for 100,000 cases. However, they do use the term ""alarming"" for state paterns. My thinking is that they can't do an abrupt 180 on Covid, it would be too obvious. They'll do a gradual shift over time, which I can documen in this thread. It will soon be on Biden to balance the economy with being directly responsible for the deaths of Americans, and he'll need media cover.For a look back when Covid 19 was serious, do a Google search.Click to expand...Can you explain to us how Biden will be responsible for the deaths of Americans?  He's already hit the ground runing with a new Covid task force.  At the very least, he'll be doing his very best to get this under conrol.The deaths from Covid are on Trumps watch.  Which will coninue for some time after Trump cowardly leaves the WH.",46,Male,N. Virginia,Slightly Liberal
TU Curmudgeon,"oonereal saidmind blowing... and we let everyone votGod help this counry.Click to expand...Quite right!  <SARC>Only the people who can be trusted to vote correctly should be allowed to vote.  ""Those People"" should NEVER be allowed to vote (or their votes should only be couned as 0.6 of a ""REAL vote"" and as for the _itches, well, ""Kirche, Kxc3xbcche und Kinder"" was good enough for 1900 years so let's get back to what God Originally Inended.</SARC> - right",46,Male,Lower Mainland of BC,Cenrist
TU Curmudgeon,"Rickeroo saidAccording to the presidenial theory of Covid, and proven by your graph, Trump must have ordered a national mask mandate in late July, causing a steady decrease in cases unil mid September. Then, roughly on September 16th, he told all Americans to take their masks off, which resulted in the meteoric rise in cases since then. Other world leaders ordered their populations to take their masks off at the same time as Trump, so we see a requisite rise in counries such as the UK, France, Germany and SpainClick to expand...Not at all.The true truth is what was shown in the first graph.[SOURCEWhen Mr. Trump gained the greatest electoral victory in American history (much higher than the mere 306 EC votes that aren't going to be enough to elect Mr. Biden), America was in the throws of a increasing number of COVID-19 cases.  It was only through Mr. Trump's herculean efforts that COVID-19 has been totally wiped out in the US.  That second graph (the one with actual numbers in it) is NOT the true truth because Mr. Trump says it is not the true truth.  In fact there hasn't, to Mr. Trump's personal knowledge, been a single American die from COVID-19 in the past three monhs.All of that so-called ""data"" from **F*O*R*E*I*G*N*E*R*S** is completely a total pack of nothing but lies concocted by the Looming Horde of Red Fascist Commie Nations who are all conspiring to overturn the results of the 2016 election and turn America ino the laughingstock of the world so that they can impose Sherry Law (with its mandatory same-sex, iner-racial, marriages and forced abortions of all white, male, pre-born, children AND compulsory autism causing vaccinations) on America so that all the Cheerleaders would have to wear Burke Hats and football would be baned because it uses pig skinRemember what Mr. Trump has always said[The above has been specifically and officially approved and endorsed by ""Devoted Online Lovers of Trump"" Inc. (a non-partisan, independen, research and analysis organization exempt from federal taxation that is dedicated to bringing you the true truth and not the false truth that anyone who doesn't believe 100% of what Donald Trump says tries to tell you the so-called ""facts"" are), ""Pro-Life United Gun Enhusiasts and Manufacturers for Jesus"", anxe2x80x9c""Thexe2x80x98First Amendmen Rights Trustxe2x80x99 Foundationxe2x80x9d.",46,Male,Lower Mainland of BC,Cenrist
Rickeroo,"Today's installmen. Keep in mind yesterday's US Covid cases once again hit a ""grim milestone"" of seting the one-day case recordThis very unerving statistic is treated with the tepid descriptor ""more than"". Be on the lookout for more comparisons to the world cases as wellGlobal cases take the pressure off the US Presiden. Bucking the trend of a softer, lighter approach to Covid reporting is the young guy dying (a Mexican), which is mean to produce fear as people under 30 accoun for a tiny fraction of Covid deaths.We're still in phase 1 of the media's downplay of the virus - it won't kick in fully unil Biden gets in office. Trump is still presiden, and the media still needs to bash him. It remains to be seen how the quarter million deaths will be described, which we'll hit within a week.Take a look at the chart belowApril was bad, summer was double bad, and now we've doubled again. We should be casting ourselves in the streets in panic. Note how the press isn't calling for Trump to shut down the counry. People will associate the economic fallout with Biden",46,,,
snakestretcher,"TU Curmudgeon saidQuite right!  <SARC>Only the people who can be trusted to vote correctly should be allowed to vote.  ""Those People"" should NEVER be allowed to vote (or their votes should only be couned as 0.6 of a ""REAL vote"" and as for the _itches, well, ""Kirche, Kxc3xbcche und Kinder"" was good enough for 1900 years so let's get back to what God Originally Inended.</SARC> - rightClick to expand...Yes, women should know their place; I hear rumours that they actually allow women to vote and ener universities these days! If that's true then I'm truly shocked.",46,Male,"Devonshire, Englan",Liberal
