Poster,Content,Thread,Gender,Location,Political_leaning
Somerville,"Bronson saidRomney's Mormonism will be the next target from the far left. They've been left with egg all over their faces with the Bain atacks. Even Democrats were telling the Obama Campaign they were wrong to atack Romney's record at BainThey narrative being pushed by the Obama Campaign about Romney and Bain will slowly fade as more detailed atacks on his religion come to the fore. Liberals have no shame.How the Mormons Make Money - BusinessweekMSNBC's Lawrence O'Donell atacks Romney and Mormonism - ABC4.com - Salt Lake City, Utah NewsRomney Faces Challenge On Mormonism And RaceClick to expand...As we have yet to see any atacks on Romney's faith after four years of atacks on the Presiden's faith, if such atacks were to occur it could be seen as a mater of quid pro quo",18,,On an island. Not that one!,Socialist
Misterveritis,"AdamT saidNo one disputes that Romney was a very successful business man.  What Obama is saying, in a nutshell, is that the skills required to make someone a good businessman don't translate to the skills required to make a good presidenClick to expand...Apparenly political agitation and propagandizing are not very good as preparation either.",18,Male,"Hunsville, AL",Conservative
Dr. Chuckles,"Somerville saidAs we have yet to see any atacks on Romney's faith after four years of atacks on the Presiden's faith, if such atacks were to occur it could be seen as a mater of quid pro quoClick to expand...dude, **** like that is pathetic and should never be above criticism.",18,,,Slightly Conservative
Misterveritis,"AdamT said:violinYes, I'm saying that he's done about as well as anyone could under the circumstances he inherited and under the conditions he has to deal with.The economy was far worse for far longer under FDR, but he is widely regarded as being among the best three presidens in US history.  Why?  Because people understand that he inherited enormous problems not of his own making.Click to expand...I believe it was because he was on the wining side in a very large war combined with the good sense to die while in office.",18,Male,"Hunsville, AL",Conservative
Dr. Chuckles,"Somerville saidThe ""100% owner"" claim is not menioned in the FactCheck piece.  Rather obviously, the Boston Globe and the Washington Post editorial boards disagree with the assessmens of both FactCheck.org and in the case of the Post, its own Glen Kessler.Click to expand...FactCheck.org : FactCheck to Obama Camp: Your Complain is All Wet",18,,,Slightly Conservative
winston53660,Uggg I had to suffer through wango tango last night,19,,,
TurtleDude,winston53660 saidUggg I had to suffer through wango tango last nightClick to expand...have a bad case of cat scratch fever?,19,Male,Ohio,Libertarian - Right
DougReese,"My bad.You didn't say Kerry shot a kid in the back.You said what I posted a few posts back -- that Kerry shot an unarmed teenager in the head.Kerry didn't shoot anyone in the back or the head. The VC was 27 years old, and armed.htp://www.debatepolitics.com/2012-us-presidenial-election/116771-mit-romney-john-kerry-3.htmlDoug Reese",19,Male,Saigon,Liberal
TurtleDude,"DougReese saidMy bad.You didn't say Kerry shot a kid in the back.You said what I posted a few posts back -- that Kerry shot an unarmed teenager in the head.Kerry didn't shoot anyone in the back or the head. The VC was 27 years old, and armed.htp://www.debatepolitics.com/2012-us-presidenial-election/116771-mit-romney-john-kerry-3.htmlDoug ReeseClick to expand...You lied about me-that's uncool.  Your love of Kerry is bad enough",19,Male,Ohio,Libertarian - Right
DougReese,"TurtleDude saidYou lied about me-that's uncool.  Your love of Kerry is bad enoughClick to expand...Yes, you did not say Kerry shot him in the back. Kerry did no such thing.You did say Kerry shot him in the head, and that he was unarmed. Both of those claims are false.Doug Reese",19,Male,Saigon,Liberal
Thrilla,"'d be very careful in questioning Kerry batlefield awards ( PH's, Silver Star) people.although it's true that folks did pad their records with awards that i don't feel they deserved, somethings are very hard to fake or doctor... and nearly to a man, Kerry's awards have been upheld by witesses.Silver Stars are hard to ""fake"" ( bronze stars, not so much)... PH's..well, PH's aren't really an award folks are ""proud"" of ( it's not called the enemy marksmanship badge for nuthin), and there has to be an actual injury involved ..an injury sustained during enemy actionhe ""3 PH and you get a ride home"" rule isn't something you can put in for yourself.. and it's not even a hard and fast rule... it's up to your chain of command.'ve served with dudes who had 5 and 6 PHs.. and i've seen dudes sen home after 1 or 2 .. it's all dependen on your ability to coninue to do your duty, and a few other factors ( if you are close to rotating , you might get a ticket home.... if you are a problem child, you might get a ticket home.... if you are a hard charger, you might be hangin out with 4 or 5 PHs wondering when your ticket's gona come in the mail'm no fan of Kerry, but some things just need to be left alone.. his batlefield awards have been veted and properly awarded.",19,Male,"Texas, Vegas, Colombia",Other
winston53660,TurtleDude saidhave a bad case of cat scratch fever?Click to expand...My brother actually caught that one time.On a side note I wen to summer camp with Ted Nugen albeit his Grandfather was Lydon Baines JohnsonThe poor kid caught hell for the Ted Nugen thing:lol,19,,,
TurtleDude,"DougReese saidYes, you did not say Kerry shot him in the back. Kerry did no such thing.You did say Kerry shot him in the head, and that he was unarmed. Both of those claims are false.Doug ReeseClick to expand...YOu not only lied about me, you lied about what I saidHere is what I saidTurtleDude saidI never claimed to have a silver star nor did I shoot a wounded unarmed VC teenager in the head to earn one and then put in the paperwork for my own awardClick to expand...so stop lying and obsessing over a thread that died three monhs ago",19,Male,Ohio,Libertarian - Right
Moot,"DougReese said""2. A bullet to the leg and the arm... Nope. He got a sliver of shrapnel in his arm that was removed with a pair of tweezers and covered with a bandaide. He also got a piece of shrapnel in his ass. That one probably made him have to eat standing up for a day. Believe me, my dear, he was careful not to have to seriously earn his Purple Hearts...and as soon as he could game the system and get three of them he beat feet out of counry. He spen a total of four and a half monhs in counry out of a twelve monh tour.You forgot about the shrapnel that he still has in his leg.""he was careful not to have to seriously earn his Purple Hearts . . "" Are you serious? Do you really think Kerry somehow tried to get PHs, and that the wounds be minor? That's ridiculous on it's face.By the way, Kerry didn't know about the three PHs and you can go home rule. He was told about it AFTER he got his 3rd PH, by a member of the Swift Boat Veterans for ""truth"".Oh well, at least you haven't said Kerry shot a kid in the back like Turtledude a while back.Doug ReeseClick to expand... The part bolded is what I was thinking too.",19,,Utah,
TurtleDude,"winston53660 saidMy brother actually caught that one time.On a side note I wen to summer camp with Ted Nugen albeit his Grandfather was Lydon Baines JohnsonThe poor kid caught hell for the Ted Nugen thing:lolClick to expand...A guy I used to shoot with was giving his girlfrien's cat a bath (flea dip stuff) when a car backfired near his place and the cat bit him in the thumb join.  It got infected and ino the bone marrow.  thankfully his girlfriend has a PhD in Nursing and got him top medical inervenion or he might have lost his hand.  whenever CSF came on the radio he'd say ""don't F with a cat scratch or bit",19,Male,Ohio,Libertarian - Right
Thrilla,....also needs to be said that the VC that was shot by Kerry was armed with a B-40 rocket....,19,Male,"Texas, Vegas, Colombia",Other
winston53660,"TurtleDude saidA guy I used to shoot with was giving his girlfrien's cat a bath (flea dip stuff) when a car backfired near his place and the cat bit him in the thumb join.  It got infected and ino the bone marrow.  thankfully his girlfriend has a PhD in Nursing and got him top medical inervenion or he might have lost his hand.  whenever CSF came on the radio he'd say ""don't F with a cat scratch or bitClick to expand...My brother was giving his girlfriends cat a bath as well LOLHe wound up being out of work for almost over a year lymphnodes swelled up and everything.",19,,,
TurtleDude,"Aderleth saidThey tell you what your score is?  In California, if you pass, they don't tell you what you got.  Also, the top schools for bar passage here tend to also be the top schools in the state (e.g. Stanford, Cal, etc).Click to expand...In Ohio they generally get the Multistate Multiple choice exam (which was the middle day) T and TH each were 12 essays with 1 one hour for two essays (you could spend any amoun of that hour on one or both as you saw fit so at 9, 10, 11, 1, 2 ,3  they would give you two questions.If you scored in the top 60% of the MS they would spot check a few essays.  If you were in the botom (and I am going on 28 year ago memory without googling) they would score all your essays.  Each essay was worth 10 poins for 240 total, the 200 MS questions came out to a total of 120 poins so 360 was max and you needed a 270 to passhowever, if you paid a bit more (again IIRC) you could request that they score the enire exam even if you got a top score on the MS multiple choicebtw most people who flunked were within 4 poins of that 270 margin and I believe there were enough total poins awarded that if distributed more evenly very few people would flunk.I was told that ""national"" law school grads did beter on the multiple choice while local law school graduates did beter on the more state specific essays.  I was an aberration, while I did well on the MS, I cleaned the essays.  I took a class called ""local gut"" (local governmen) and the kindly old professor had been a bar examiner in NYS and since I was doing a join degree, he knew he would see me after I took the bar so he told me in the spring that I got my JD to come see him the following fall.  I did, and he asked me how many questions on the OHIO bar exam had he covered in his class.  I said about 8-10 of the 24.  And he laughed and said so you passed?  I said yeah top ten.  He said being a bar examiner for 30 years he knew what to cover.he only people who flunked in my class (mostly Mass, DC and NY) other than a couple people who never had a clue were several people who had won the ""writing competition"" for the law review",19,Male,Ohio,Libertarian - Right
TurtleDude,winston53660 saidMy brother was giving his girlfriends cat a bath as well LOLHe wound up being out of work for almost over a year lymphnodes swelled up and everything.Click to expand...some primitive people figured out that roting meat on cat's claws was nasty stuff so they would take some meat and put in in a gourd to rot and use the goo on blowgun darts or arrow headsextremely toxic,19,Male,Ohio,Libertarian - Right
TurtleDude,Thrilla said....also needs to be said that the VC that was shot by Kerry was armed with a B-40 rocket....Click to expand...B 40 is prety much a one shot affair that has to be reloaded and isn't it true that the VC had shot his rocket and then the hootch he was in got raked with the M-60 on the SB and then Kerry wen in and finished the grenadier off?,19,Male,Ohio,Libertarian - Right
Thrilla,"TurtleDude saidB 40 is prety much a one shot affair that has to be reloaded and isn't it true that the VC had shot his rocket and then the hootch he was in got raked with the M-60 on the SB and then Kerry wen in and finished the grenadier off?Click to expand... from the accouns i've read... the rocket wasn't fired, and kerry wen after the guy, zapped him behind a hooch, and brought back the loaded launcher. Doug Reese ... the guy you are sparring with here... was an eyewitess, so he'd know beter than me though.",19,Male,"Texas, Vegas, Colombia",Other
TurtleDude,"Thrilla saidfrom the accouns i've read... the rocket wasn't fired, and kerry wen after the guy, zapped him behind a hooch, and brought back the loaded launcher. Doug Reese ... the guy you are sparring with here... was an eyewitess, so he'd know beter than me though.Click to expand...My main issue comes from the  fact that kerry bragged about his service when it benefited him politically yet bashed it when it benefited him and used three minor wounds-perhaps one caused by his own firing a grenade when there was not incoming fire directed at him-to get outbut Reese coninues to lie about me and that is what bugs me-not Kerry's silver star.  There were 100 reasons why Kerry sucked as a potenial presiden and as a human being without even debating his service",19,Male,Ohio,Libertarian - Right
Thrilla,"TurtleDude saidMy main issue comes from the  fact that kerry bragged about his service when it benefited him politically yet bashed it when it benefited him and used three minor wounds-perhaps one caused by his own firing a grenade when there was not incoming fire directed at him-to get outbut Reese coninues to lie about me and that is what bugs me-not Kerry's silver star.  There were 100 reasons why Kerry sucked as a potenial presiden and as a human being without even debating his serviceClick to expand...yeah, there was an amoun of political opportunism with Kerry Re his service..... but as a politician, I think that's ( unfortunately) expected.and yeah, Kerry was not a very good candidate.... not my cup of tea at all.",19,Male,"Texas, Vegas, Colombia",Other
TurtleDude,"Thrilla saidyeah, there was an amoun of political opportunism with Kerry Re his service..... but as a politician, I think that's ( unfortunately) expected.and yeah, Kerry was not a very good candidate.... not my cup of tea at all.Click to expand...You were right about that other poster, I recall reading this a while ago and read it againSen. Kerry's Vietam Medals Evaluation Report",19,Male,Ohio,Libertarian - Right
Top Cat,"Even the NRA is distancing themselves from the idiotOn the day Ted Nugen is set to meet with the Secret Service about some incendiary remarks he made about Presiden Obama at last weekenxe2x80x99s NRA national convenion in St. Louis, the NRA deleted the archived footage of the commens from the inernetClick to expand...NRA Scrubs Nugen Video From Website, YouTube | MediaitLeave it to the NRA not to stick to its guns.",19,Male,Near Seatle,Liberal
Thrilla,"Top Cat saidEven the NRA is distancing themselves from the idiotNRA Scrubs Nugen Video From Website, YouTube | MediaitLeave it to the NRA not to stick to its guns.Click to expand... understandable... nobody like bad PR.",19,Male,"Texas, Vegas, Colombia",Other
TurtleDude,"Top Cat saidEven the NRA is distancing themselves from the idiotNRA Scrubs Nugen Video From Website, YouTube | MediaitLeave it to the NRA not to stick to its guns.Click to expand...Leave it to extreme lefties to whine about the NRA for things that have no real relevance to the NRA",19,Male,Ohio,Libertarian - Right
winston53660,TurtleDude saidLeave it to extreme lefties to whine about the NRA for things that have no real relevance to the NRAClick to expand...If they had it on their web site then it has something to do with the NRA.,19,,,
TurtleDude,winston53660 saidIf they had it on their web site then it has something to do with the NRA.Click to expand...Clinon and Kerry and now Obama are on NRA websites all the time,19,Male,Ohio,Libertarian - Right
DougReese,"TurtleDude saidB 40 is prety much a one shot affair that has to be reloaded and isn't it true that the VC had shot his rocket and then the hootch he was in got raked with the M-60 on the SB and then Kerry wen in and finished the grenadier off?Click to expand...The VC was along the canal, in a hole. Yes, he did fire it, but apparenly his ""assistan"" (there was one guy with him) re-loaded it, as it was loaded when Kerry killed him.The hootch menioned in the citation and after-action report was what the VC was actually next to when Kerry shot him . . . . he was going down a trail that set in about 10 yards off the canal, and was adjacen to a lean-to (to be specific, as it wasn't actually a hootch) when Kerry shot him.The M-60 at the very fron of the boat was what wounded the VC, but it jammed after just a few rounds. Otherwise the VC would have been killed, and we wouldn't be having this conversationThe hootch/lean-to was in fact shot up, but by the twin-50 guner on top of the boat. It wasn't an atempt to hit the VC, but I think more of an atempt to conain him, or preven him from going any further down that trail. That guner could not see the VC clearly, but could see what direction he was headed.Doug Reese",19,Male,Saigon,Liberal
Navy Pride,"When Hussein Obama was elected Presiden gas prices in this counry averaged $1.84 a gallon.  Today they average 3.64 a gallon and some people predict $5.00 a gallon by summer.  He won't allow any new drilling and he shot down the Keystone project which some say would have created 5,000 jobs.  If he does not fix this a quick he is history in 2012.",20,Male,Pacific NW,Very Conservative
joko104,"Navy Pride saidWhen Hussein Obama was elected Presiden gas prices in this counry averaged $1.84 a gallon.  Today they average 3.64 a gallon and some people predict $5.00 a gallon by summer.  He won't allow any new drilling and he shot down the Keystone project which some say would have created 5,000 jobs.  If he does not fix this a quick he is history in 2012.Click to expand...:funYou're watching O'Reilly right now, aren't you?",20,,,
Navy Pride,"joko104 said:funYou're watching O'Reilly right now, aren't you?Click to expand...Yeah I am and I don't know about you but it scares the hell out of me and I am not even poor. Hell I can park my truck and stay home.  Some people can't do that they have to work.You watching Bill to.  I watch him every night.  I don't agree with everything he says but he is right on this issue and I like the ""No Spin"" feature.",20,Male,Pacific NW,Very Conservative
MarineTpartier,"joko104 said:funYou're watching O'Reilly right now, aren't you?Click to expand...DUDE!!! I just posted this exact question on another thread Navy Pride posted on. Hilarious.htp://www.debatepolitics.com/2012-...9677-cn-debate-8pm-est-7.html#post1060230032",20,Male,,Independen
Jryan,"Navy Pride saidWhen Hussein Obama was elected Presiden gas prices in this counry averaged $1.84 a gallon.  Today they average 3.64 a gallon and some people predict $5.00 a gallon by summer.  He won't allow any new drilling and he shot down the Keystone project which some say would have created 5,000 jobs.  If he does not fix this a quick he is history in 2012.Click to expand...'m glad that you have fallen way to the fear mongering of Bill O'Reilly.  This proves a poin in threads I have writen in.  Anyways, how the HECK does Obama have anything to do with gas prices when it is all based upon free market?  I just love this part because the republicans don't wan to admit that there is nothing wrong with the free market.  I also love that they exclude things like inflation and the group of, conservatives, who pull oil off the market to drive the price up.  I also love how the oil companies are exporting oil out of our counry and how we should build a pipeline to give them more oil to push out of our counry.  Conservatives have fallen under the spell of, ""What we produce here, stays here.""  I bet you have made a LOT of companies happy.   Then again, this will all fly over your head because of our flawed belief system, which you care to know nothing about",20,Male,North Carolin,Other
joko104,MarineTpartier saidDUDE!!! I just posted this exact question on another thread Navy Pride posted on. Hilarious.htp://www.debatepolitics.com/2012-...9677-cn-debate-8pm-est-7.html#post1060230032Click to expand...B I N G O!!!:lamoeace,20,,,
joko104,"Navy Pride saidYeah I am and I don't know about you but it scares the hell out of me and I am not even poor. Hell I can park my truck and stay home.  Some people can't do that they have to work.You watching Bill to.  I watch him every night.  I don't agree with everything he says but he is right on this issue and I like the ""No Spin"" feature.Click to expand...When I watch ""news"" (commenaries), I surf between all the cable chanels.",20,,,
Jryan,"joko104 saidWhen I watch ""news"" (commenaries), I surf between all the cable chanels.Click to expand...Question though, when did you start seeing bias in the news?  When you started watching FNC?  (Yup because they proudly poin it out to you",20,Male,North Carolin,Other
Tythor Zet,"The gas prices increased since 2009, yes, but if you compare the curren gas prices with an inflation adjusted gas price starting from 1918, the price is actually completely normal.",20,Male,The Netherlands,Independen
joko104,"Many oil and gas leases are on governmen land, and the governmen could declare oil and natural gas a national resource. A condition of a lease could be that the oil or gas is sold within the USA for refining and final product, and the governmen could impose an export tax on both oil and gas.",20,,,
Captain America,"Navy Pride saidYeah I am and I don't know about you but it scares the hell out of me and I am not even poor. Hell I can park my truck and stay home.  Some people can't do that they have to work.You watching Bill to.  I watch him every night.  I don't agree with everything he says but he is right on this issue and I like the ""No Spin"" feature.Click to expand...Relax old friend. Ol' Billy is just trying to get your panies in a bunch by filling your head with all that sillyness.Truth is, under Obama, we are drilling now more than in any other time in our history.  Here's a chart thing for you to look at.  If you have any questions about reading charts please do not hesitate to ask.View atachmen 67122901Not only that, just take a looksy at what our actual production levels are.View atachmen 67122902Obama is doing a wonderful job my rightwing friend.  Relax.  Stick with me and I'll learn ya somethin' Chief.Now don't you go letin' that snake-oil commie propaganda FOXNews go geting you upset like that anymore.  You have your heart to think about.  I don't wan to read about you keeling over on us.  I would really miss my bubblehead buddy.  XOXOXO",20,Male,Wisconsin,Cenrist
sawyerloggingon,"Obama has shuned oil in favor of so called green energy and it is now coming back to bite him in the ass. You can ignore reality but reality won't ignore you. Reality is we need oil and no mater how much you wish we didn't, we do.",20,Male,Where they have FOX on in bars and restauran,Independen
sawyerloggingon,"Captain America saidRelax old friend. Ol' Billy is just trying to get your panies in a bunch by filling your head with all that sillyness.Truth is, under Obama, we are drilling now than in any other time in our history.  Here's a chart thing for you to look at.  If you have any questions about reading charts please do not hesitate to ask.View atachmen 67122901Not only that, just take a looksy at what our actual production levels are.View atachmen 67122902Obama is doing a wonderful job my rightwing friend.  Relax.  Stick with me and I'll learn ya somethin' Chief.Now don't you go letin' that snake-oil commie propaganda FOXNews go geting you upset like that anymore.  You have your heart to think about.  I don't wan to read about you keeling over on us.  I would really miss my bubblehead buddy.  XOXOXOClick to expand...You are giving obama credit for drilling he ""inherited"" if he would of done his part too keep increasing oil production your chart would look even beter.",20,Male,Where they have FOX on in bars and restauran,Independen
joko104,"Jryan saidQuestion though, when did you start seeing bias in the news?  When you started watching FNC?  (Yup because they proudly poin it out to youClick to expand...They are ALL biases and they are ALL actors. Within that all, you know the game the differen players are playing and in the collection of biases a tidbit of truth comes out here and there.I do remember last time O'Reilly raged against gas prices they did come down. He's about the only one who doesn't make excuses and always specifically blames big oil companies' greed. He is the most listened to in the counry (after John Stewart) so he does have a big stick if he cares to use it",20,,,
Navy Pride,"Jryan said'm glad that you have fallen way to the fear mongering of Bill O'Reilly.  This proves a poin in threads I have writen in.  Anyways, how the HECK does Obama have anything to do with gas prices when it is all based upon free market?  I just love this part because the republicans don't wan to admit that there is nothing wrong with the free market.  I also love that they exclude things like inflation and the group of, conservatives, who pull oil off the market to drive the price up.  I also love how the oil companies are exporting oil out of our counry and how we should build a pipeline to give them more oil to push out of our counry.  Conservatives have fallen under the spell of, ""What we produce here, stays here.""  I bet you have made a LOT of companies happy.   Then again, this will all fly over your head because of our flawed belief system, which you care to know nothing aboutClick to expand...That is a real esy one my left wing friend...........He can tell his cronies in Senate  to quit blocking drilling in this counry.....He can approve the Keystone Project which would create 5,000 new jobs...he blocked it...........and most of all he can stop exporting oil that we so badly need here.  There are many other thing he can so and that is just a few and he beter do it or he is history",20,Male,Pacific NW,Very Conservative
Jryan,"joko104 saidThey are ALL biases and they are ALL actors. Within that all, you know the game the differen players are playing and in the collection of biases a tidbit of truth comes out here and there.I do remember last time O'Reilly raged against gas prices they did come down. He's about the only one who doesn't make excuses and always specifically blames big oil companies' greed. He is the most listened to in the counry (after John Stewart) so he does have a big stick if he cares to use itClick to expand...I think Bill O'Reilly is corrupt though....  My .02",20,Male,North Carolin,Other
Captain America,"sawyerloggingon saidYou are giving obama credit for drilling he ""inherited"" if he would of done his part too keep increasing oil production your chart would look even beter.Click to expand...Spin it anyway you wan it my friend.  It is what it is.  Read'em and weap.  It maters not if wan to believe it because you wouldn't vote for the guy if he walked on water.  I get itBut, thankfully, there are enough people that vote that actually base their opinions on reality.  You can find us hovering around here in the moderate middle.  We decide elections.  All that bubblehead nonsense goes in one ear and out the other.I do not let it upset me because I know for every FOXNews bubblehead, there is a MSNBC cosmic cowboy.  That's what I call fair and balanced.",20,Male,Wisconsin,Cenrist
MarineTpartier,"Okay, before we go down this path, please no one try to say Obama was wrong for the restricitions on drilling after the BP inciden. Left, right, libertarian, whatever, he was obligated to ensure inspections where done on all oil rigs before drilling recommenced. If he hadn't done that, and another oil rig or pipeline would have burst, imagine what all of us would have said about him. I think he did the right thing with restricting drilling unil he was sure it was safe to do it",20,Male,,Independen
Navy Pride,"joko104 saidWhen I watch ""news"" (commenaries), I surf between all the cable chanels.Click to expand...I can't handle CNN and MSNBC, especially MSNBC.",20,Male,Pacific NW,Very Conservative
Captain America,"Navy Pride saidThat is a real esy one my left wing friend...........He can tell his cronies in Senate  to quit blocking drilling in this counry.....He can approve the Keystone Project which would create 5,000 new jobs...he blocked it...........and most of all he can stop exporting oil that we so badly need here.  There are many other thing he can so and that is just a few and he beter do it or he is historyClick to expand...What part of the charts posted above did you not understand?  C'mon Navy, you're making the fleet look bad.  Study to show thyself approved.",20,Male,Wisconsin,Cenrist
Jryan,"Navy Pride saidThat is a real esy one my left wing friend...........He can tell his cronies in Senate  to quit blocking drilling in this counry.....He can approve the Keystone Project which would create 5,000 new jobs...he blocked it...........and most of all he canstop exporting oil that we so badly need here.  There are many other thing he can so and that is just a few and he beter do it or he is historyClick to expand...He doesn't ""export oil"".  Are you barking?  Companies sell the oil not presiden Obama.  Second of all, is 5k jobs worth the potenial damage to our wildlife that they proposed to make the pipeline go through?  In fact, he encouraged them to resubmit again when they could find a route that didn't take them through our wildlife refugees.  Lol, tell his cronies to stop blocking drilling in this counry LOL.  Do you honestly believe a single drop of oil drilled in this counry will be put ino the vehicles we drive?  You really can't answer that question...  They could just ship it all out, hell that's the free market that you subscribe to.  The only answer, which fits ino the liberal's manra of saving the environmen, is to get away from oil.  Oil is bad for the environmen and if you don't believe that I suggest you take this logical scenario ino consideration.  It took billions of years for our earth to crate all the oil in our ground.  Do you seriously think it would do no harm to burn all that oil and put it's vapors ino the earths atmosphere in 100 years?  If you think that, I seriously must question your inegrity and your sanity.",20,Male,North Carolin,Other
Navy Pride,"Tythor Zeth saidThe gas prices increased since 2009, yes, but if you compare the curren gas prices with an inflation adjusted gas price starting from 1918, the price is actually completely normal.Click to expand...The problem is my left wing friend is wages have not kept up with the price of gas.......",20,Male,Pacific NW,Very Conservative
Captain America,"sawyerloggingon saidYou are giving obama credit for drilling he ""inherited"" if he would of done his part too keep increasing oil production your chart would look even beter.Click to expand...You mean look beter like it did during Bush Corp. years?  LOL!!!  Dude, now you're talking silly.  Don't tell me you can't read charts either.",20,Male,Wisconsin,Cenrist
Navy Pride,"Captain America saidRelax old friend. Ol' Billy is just trying to get your panies in a bunch by filling your head with all that sillyness.Truth is, under Obama, we are drilling now more than in any other time in our history.  Here's a chart thing for you to look at.  If you have any questions about reading charts please do not hesitate to ask.View atachmen 67122901Not only that, just take a looksy at what our actual production levels are.View atachmen 67122902Obama is doing a wonderful job my rightwing friend.  Relax.  Stick with me and I'll learn ya somethin' Chief.Now don't you go letin' that snake-oil commie propaganda FOXNews go geting you upset like that anymore.  You have your heart to think about.  I don't wan to read about you keeling over on us.  I would really miss my bubblehead buddy.  XOXOXOClick to expand...I never knew you to drink the koolaid.  We have more oil in the ground then all the Arabs combined........We import oil from Mexico and Canada................Like I said I am retired......it won't hurt me....It will hurt the poor more then anyone else.  We also need refineries and Nuclear plans (have not built one in 30 years, the dems always block construction.  I wan to put them Arabs back in their tens where they belong.",20,Male,Pacific NW,Very Conservative
jasonxe,GOP SolutionCan't criticize him on this when their solution is much worse.,20,Male,,
iguanaman,"res borrachos said'm a Republican, and I don't associate with Fox, Rush or any religion. Never have...I was raised in a non-religious home. I never vote based on religion or because of what's on my televisionAs I said, Romney never pushed anything based on his religious views. Nobody can name a single thing.Click to expand...Abortion and Conraception are religious issues.",21,Male,Florida,Liberal
res borrachos,"iliveonramen saidThe reason I say Social Security is fine...is because you make changes at the margin to fix it. The surplus is valued at 2.7 trillion...based on projections it will last unil 2033....at that poin taxes collected will pay about 75% of the benefits. By increasing the ages, making small changes is inflation adjustmens or taxes paid you can avert any problems. Solvency of Social Security can be fixed with much lower amouns of tweaking. It's a game of of slowing growth predictions or increasing revenue at much smaller levels since there's so much time to work with. Medicare is a differen beast mainly due to US healthcare costs.Of course you know all this since by being conservative you are an economics guru!Click to expand...'m an economics guru? Not at all. Never claimed to be so your childish commen at the end was just plain obnoxious baiting.I am a realist. I know it's not sustainable based on the pure numbers alone - and also based on the fact that they say it's only ""fine"" unil 2037.",21,Female,New Englan,Moderat
res borrachos,"iguanaman saidAbortion and Conraception are religious issues.Click to expand...Too broad a statemen. I'm not religious, and I oppose abortion. I don't care about conraception. Never did. Nor does anyone I know.",21,Female,New Englan,Moderat
AdamT,"res borrachos saidI am a realist. I know it's not sustainable based on the pure numbers alone - and also based on the fact that they say it's only ""fine"" unil 2037.Click to expand...What do you think will happen in 2037, assuming nothing is done to address the issue in the next 25 years?",21,Male,,
iliveonramen,"res borrachos said'm an economics guru? Not at all. Never claimed to be so your childish commen at the end was just plain obnoxious baiting.Click to expand...No it was a snarky remark in response to your earlier statemen that young voters are uninformed on economic maters but older conservative voters are economic minded informed voters. You made the baiting childish commen and I responded in like.I am a realist. I know it's not sustainable based on the pure numbers alone - and also based on the fact that they say it's only ""fine"" unil 2037.Click to expand...Really...because those projections are based on real pure numbers and demographic information. Where are you pure real numbers coming from? Your inuition? Your gut",21,Male,On a Gravy Train with Biscuit Wheels,Very Liberal
res borrachos,iliveonramen saidNo it was a snarky remark in response to your earlier statemen that young voters are uninformed on economic maters but older conservative voters are economic minded informed voters. You made the baiting childish commen and I responded in like.Really...because those projections are based on real pure numbers and demographic information. Where are you pure real numbers coming from? Your inuition? Your gutClick to expand...I never made any claims about myself. I made a statemen about young voters. No 18 year old knows as much about taxes and the economy as someone who is 60. You said an obnoxious and  very childish commen that was directed at me personally.I guess you never heard about the Trustees Report on Social Security that was released in 2012?Trustees Report SummarySo what exactly is your grasp on economic issues? This was big news. I wonder how many others never heard about it,21,Female,New Englan,Moderat
Gran,"haymarket saidMy posts agree that America is changing. It always has been changing. Either one adapts to the change or you die because America is going to be around  for the foreseeable future regardless of what happens to the curren GOP.Click to expand...Geographically it will still be there but it will not be the America your parens and grandparens knew. It is going relenlessly in the direction of Europe.The upside is that perhaps the Europeans will like you more, now that you'll be much less rich and powerful.",21,Male,"Canada, Costa Rica",Independen
Mach,"res borrachos said'm a Republican, and I don't associate with Fox, Rush or any religion. Never have...I was raised in a non-religious home. I never vote based on religion or because of what's on my television.  As I said, Romney never pushed anything based on his religious views. Nobody can name a single thing.Click to expand...You being a republican is irrelevan to what I stated.You being non-religious is ineresting, but irrelvean to what I stated.You not voting on religious, is irrelevanAnd for the second time, Romney being silen on him pushing his religious views ino governmen, is also irrelevanThe Republican/Conservative party/platform had, and coninues to have, strong ties to religion.  Let it go, the inernet is only accelerating the decline of mysticism.  I canot fathom how you could outright deny that association, it's so widespread, well known, we could list thousands of sources of this.  It's really bizarre that you deny this, but then appear to accept that religion isn't and should not be relevan to the party anyway.",21,Male,Texas,Slightly Liberal
wolfman24,"I ended up watching CNN last night and was very impressed.  They did not call the election unil 11:18pm.  (MSNBC called it at 9:05Anyhow, on the panel were three Republicans two of which were hard core and all of them said that if the Reps don't start changing thier tactics and become more inclusive (no the aren't and the polls show that they aren't) and move away from the nutjob teas then the Reps will soon become a fringe party.They lost because the demographics they were targeting had figured them out long ago and were not buying the new and improved Mit Romney.  They also from what I heard were suspicious of a party who made disparaging commens about them on one hand and then courted them with the other.If the Republican Party stonewalls in Congress, the will coninue to get bit and bit hard by the American people.An example of what I am saying is that in a lot of states that were being discussed last nite on CNN there were more people who idenified themselves as Independan than Republican.  If the Reps don't wake up this is going to coninue.",21,Male,East Waboo USA,Moderat
